"date","statename","statepostal","fips","m50","m50_index"
2020-05-10,"Wisconsin","WI",55,0.99,14
2020-05-10,"West Virginia","WV",54,3.742,48
2020-05-10,"Wyoming","WY",56,2.535,63
2020-05-11,"Alaska","AK",2,0.388,9
2020-05-11,"Alabama","AL",1,8.113,76
2020-05-11,"Arkansas","AR",5,6.502,68
2020-05-11,"Arizona","AZ",4,0.957,12
2020-05-11,"California","CA",6,0.149,2
2020-05-11,"Colorado","CO",8,1.094,15
2020-05-11,"Connecticut","CT",9,0.403,5
2020-05-11,"Washington, D.C.","DC",11,0.027,0
2020-05-11,"Delaware","DE",10,1.073,12
2020-05-11,"Florida","FL",12,2.841,34
2020-05-11,"Georgia","GA",13,5.666,58
2020-05-11,"Hawaii","HI",15,0.544,8
2020-05-11,"Iowa","IA",19,3.266,47
2020-05-11,"Idaho","ID",16,2.83,51
2020-05-11,"Illinois","IL",17,1.395,19
2020-05-11,"Indiana","IN",18,3.599,43
2020-05-11,"Kansas","KS",20,2.898,39
2020-05-11,"Kentucky","KY",21,4.323,50
2020-05-11,"Louisiana","LA",22,5.674,60
2020-05-11,"Massachusetts","MA",25,0.06,0
2020-05-11,"Maryland","MD",24,0.085,1
2020-05-11,"Maine","ME",23,2.369,33
2020-05-11,"Michigan","MI",26,0.803,10
2020-05-11,"Minnesota","MN",27,1.565,21
2020-05-11,"Missouri","MO",29,4.251,45
2020-05-11,"Mississippi","MS",28,8.495,75
2020-05-11,"Montana","MT",30,2.298,55
2020-05-11,"North Carolina","NC",37,4.985,51
2020-05-11,"North Dakota","ND",38,2.942,68
2020-05-11,"Nebraska","NE",31,3.294,49
2020-05-11,"New Hampshire","NH",33,1.497,16
2020-05-11,"New Jersey","NJ",34,0.067,0
2020-05-11,"New Mexico","NM",35,1.41,23
2020-05-11,"Nevada","NV",32,0.295,4
2020-05-11,"New York","NY",36,0.039,0
2020-05-11,"Ohio","OH",39,2.287,28
2020-05-11,"Oklahoma","OK",40,5.717,59
2020-05-11,"Oregon","OR",41,0.655,12
2020-05-11,"Pennsylvania","PA",42,0.544,8
2020-05-11,"Rhode Island","RI",44,0.36,5
2020-05-11,"South Carolina","SC",45,6.312,66
2020-05-11,"South Dakota","SD",46,3.159,61
2020-05-11,"Tennessee","TN",47,6.53,63
2020-05-11,"Texas","TX",48,3.982,43
2020-05-11,"Utah","UT",49,2.393,33
2020-05-11,"Virginia","VA",51,1.801,22
2020-05-11,"Vermont","VT",50,0.326,5
2020-05-11,"Washington","WA",53,0.378,6
2020-05-11,"Wisconsin","WI",55,2.169,32
2020-05-11,"West Virginia","WV",54,3.505,45
2020-05-11,"Wyoming","WY",56,2.617,65
2020-05-12,"Alaska","AK",2,0.849,21
2020-05-12,"Alabama","AL",1,9.253,87
2020-05-12,"Arkansas","AR",5,6.877,72
2020-05-12,"Arizona","AZ",4,2.032,25
2020-05-12,"California","CA",6,0.383,5
2020-05-12,"Colorado","CO",8,2.275,32
2020-05-12,"Connecticut","CT",9,1.485,22
2020-05-12,"Washington, D.C.","DC",11,0.024,0
2020-05-12,"Delaware","DE",10,2.122,25
2020-05-12,"Florida","FL",12,3.945,48
2020-05-12,"Georgia","GA",13,6.773,69
2020-05-12,"Hawaii","HI",15,0.829,12
2020-05-12,"Iowa","IA",19,4.517,65
2020-05-12,"Idaho","ID",16,3.492,64
2020-05-12,"Illinois","IL",17,2.554,35
2020-05-12,"Indiana","IN",18,5.042,60
2020-05-12,"Kansas","KS",20,3.744,50
2020-05-12,"Kentucky","KY",21,5.425,62
2020-05-12,"Louisiana","LA",22,6.72,71
2020-05-12,"Massachusetts","MA",25,0.427,7
2020-05-12,"Maryland","MD",24,0.414,5
2020-05-12,"Maine","ME",23,3.378,47
2020-05-12,"Michigan","MI",26,2.352,29
2020-05-12,"Minnesota","MN",27,2.738,37
2020-05-12,"Missouri","MO",29,5.103,54
2020-05-12,"Mississippi","MS",28,9.559,85
2020-05-12,"Montana","MT",30,2.729,65
2020-05-12,"North Carolina","NC",37,6.005,61
2020-05-12,"North Dakota","ND",38,3.674,85
2020-05-12,"Nebraska","NE",31,4.133,61
2020-05-12,"New Hampshire","NH",33,2.777,31
2020-05-12,"New Jersey","NJ",34,0.514,7
2020-05-12,"New Mexico","NM",35,2.357,39
2020-05-12,"Nevada","NV",32,0.893,12
2020-05-12,"New York","NY",36,0.099,1
2020-05-12,"Ohio","OH",39,3.928,49
2020-05-12,"Oklahoma","OK",40,6.311,65
2020-05-12,"Oregon","OR",41,1.02,19
2020-05-12,"Pennsylvania","PA",42,1.576,24
2020-05-12,"Rhode Island","RI",44,1.343,22
2020-05-12,"South Carolina","SC",45,7.354,76
2020-05-12,"South Dakota","SD",46,3.808,74
2020-05-12,"Tennessee","TN",47,7.353,71
2020-05-12,"Texas","TX",48,4.622,50
2020-05-12,"Utah","UT",49,3.28,46
2020-05-12,"Virginia","VA",51,2.724,33
2020-05-12,"Vermont","VT",50,1.51,25
2020-05-12,"Washington","WA",53,0.711,11
2020-05-12,"Wisconsin","WI",55,3.608,54
2020-05-12,"West Virginia","WV",54,4.963,64
2020-05-12,"Wyoming","WY",56,3.172,78
2020-05-13,"Alaska","AK",2,1.392,34
2020-05-13,"Alabama","AL",1,8.275,78
2020-05-13,"Arkansas","AR",5,6.682,69
2020-05-13,"Arizona","AZ",4,1,12
2020-05-13,"California","CA",6,0.494,7
2020-05-13,"Colorado","CO",8,1.608,22
2020-05-13,"Connecticut","CT",9,1.071,15
2020-05-13,"Washington, D.C.","DC",11,0.035,0
2020-05-13,"Delaware","DE",10,1.522,18
2020-05-13,"Florida","FL",12,3.073,37
2020-05-13,"Georgia","GA",13,5.743,58
2020-05-13,"Hawaii","HI",15,1.54,22
2020-05-13,"Iowa","IA",19,3.142,45
2020-05-13,"Idaho","ID",16,3.185,58
2020-05-13,"Illinois","IL",17,1.629,22
2020-05-13,"Indiana","IN",18,4.118,49
2020-05-13,"Kansas","KS",20,2.811,38
2020-05-13,"Kentucky","KY",21,3.92,45
2020-05-13,"Louisiana","LA",22,5.7,60
2020-05-13,"Massachusetts","MA",25,0.236,3
2020-05-13,"Maryland","MD",24,0.287,3
2020-05-13,"Maine","ME",23,2.822,39
2020-05-13,"Michigan","MI",26,1.749,21
2020-05-13,"Minnesota","MN",27,1.203,16
2020-05-13,"Missouri","MO",29,3.822,40
2020-05-13,"Mississippi","MS",28,8.41,75
2020-05-13,"Montana","MT",30,2.536,60
2020-05-13,"North Carolina","NC",37,4.84,49
2020-05-13,"North Dakota","ND",38,2.728,63
2020-05-13,"Nebraska","NE",31,3.308,49
2020-05-13,"New Hampshire","NH",33,2.306,26
2020-05-13,"New Jersey","NJ",34,0.202,2
2020-05-13,"New Mexico","NM",35,1.52,25
2020-05-13,"Nevada","NV",32,1.222,17
2020-05-13,"New York","NY",36,0.062,1
2020-05-13,"Ohio","OH",39,3.309,41
2020-05-13,"Oklahoma","OK",40,5.521,57
2020-05-13,"Oregon","OR",41,1.222,23
2020-05-13,"Pennsylvania","PA",42,1.264,20
2020-05-13,"Rhode Island","RI",44,0.955,15
2020-05-13,"South Carolina","SC",45,6.285,65
2020-05-13,"South Dakota","SD",46,3.071,60
2020-05-13,"Tennessee","TN",47,6.187,60
2020-05-13,"Texas","TX",48,4,44
2020-05-13,"Utah","UT",49,2.43,34
2020-05-13,"Virginia","VA",51,2.153,26
2020-05-13,"Vermont","VT",50,1.042,17
2020-05-13,"Washington","WA",53,1.081,17
2020-05-13,"Wisconsin","WI",55,2.488,37
2020-05-13,"West Virginia","WV",54,4.251,55
2020-05-13,"Wyoming","WY",56,2.838,70
2020-05-14,"Alaska","AK",2,1.269,31
2020-05-14,"Alabama","AL",1,8.451,80
2020-05-14,"Arkansas","AR",5,6.812,71
2020-05-14,"Arizona","AZ",4,1.216,15
2020-05-14,"California","CA",6,0.653,9
2020-05-14,"Colorado","CO",8,1.646,23
2020-05-14,"Connecticut","CT",9,1.184,17
2020-05-14,"Washington, D.C.","DC",11,0.029,0
2020-05-14,"Delaware","DE",10,1.597,19
2020-05-14,"Florida","FL",12,3.007,36
2020-05-14,"Georgia","GA",13,5.943,60
2020-05-14,"Hawaii","HI",15,1.615,23
2020-05-14,"Iowa","IA",19,3.119,44
2020-05-14,"Idaho","ID",16,3.3,60
2020-05-14,"Illinois","IL",17,1.019,14
2020-05-14,"Indiana","IN",18,3.698,44
2020-05-14,"Kansas","KS",20,3.264,44
2020-05-14,"Kentucky","KY",21,4.851,56
2020-05-14,"Louisiana","LA",22,5.035,53
2020-05-14,"Massachusetts","MA",25,0.504,8
2020-05-14,"Maryland","MD",24,0.276,3
2020-05-14,"Maine","ME",23,3.46,48
2020-05-14,"Michigan","MI",26,0.316,3
2020-05-14,"Minnesota","MN",27,2.048,27
2020-05-14,"Missouri","MO",29,4.318,46
2020-05-14,"Mississippi","MS",28,8.272,73
2020-05-14,"Montana","MT",30,2.879,69
2020-05-14,"North Carolina","NC",37,5.18,53
2020-05-14,"North Dakota","ND",38,3.109,72
2020-05-14,"Nebraska","NE",31,3.398,50
2020-05-14,"New Hampshire","NH",33,2.517,28
2020-05-14,"New Jersey","NJ",34,0.3,4
2020-05-14,"New Mexico","NM",35,1.589,26
2020-05-14,"Nevada","NV",32,1.343,19
2020-05-14,"New York","NY",36,0.065,1
2020-05-14,"Ohio","OH",39,2.845,35
2020-05-14,"Oklahoma","OK",40,6.043,63
2020-05-14,"Oregon","OR",41,1.255,24
2020-05-14,"Pennsylvania","PA",42,1.092,17
2020-05-14,"Rhode Island","RI",44,1.316,21
2020-05-14,"South Carolina","SC",45,6.49,67
2020-05-14,"South Dakota","SD",46,3.612,70
2020-05-14,"Tennessee","TN",47,6.892,67
2020-05-14,"Texas","TX",48,4.171,45
2020-05-14,"Utah","UT",49,2.5,35
2020-05-14,"Virginia","VA",51,2.105,26
2020-05-14,"Vermont","VT",50,1.761,29
2020-05-14,"Washington","WA",53,1.271,20
2020-05-14,"Wisconsin","WI",55,2.152,32
2020-05-14,"West Virginia","WV",54,3.787,49
2020-05-14,"Wyoming","WY",56,3.088,76
2020-05-15,"Alaska","AK",2,3.5,87
2020-05-15,"Alabama","AL",1,9.478,89
2020-05-15,"Arkansas","AR",5,7.145,74
2020-05-15,"Arizona","AZ",4,3.366,43
2020-05-15,"California","CA",6,2.113,30
2020-05-15,"Colorado","CO",8,2.966,42
2020-05-15,"Connecticut","CT",9,2.179,32
2020-05-15,"Washington, D.C.","DC",11,0.16,4
2020-05-15,"Delaware","DE",10,3.231,38
2020-05-15,"Florida","FL",12,4.15,50
2020-05-15,"Georgia","GA",13,7.16,73
2020-05-15,"Hawaii","HI",15,3.483,51
2020-05-15,"Iowa","IA",19,5.536,79
2020-05-15,"Idaho","ID",16,4.221,77
2020-05-15,"Illinois","IL",17,3.067,42
2020-05-15,"Indiana","IN",18,5.038,60
2020-05-15,"Kansas","KS",20,4.272,58
2020-05-15,"Kentucky","KY",21,5.648,65
2020-05-15,"Louisiana","LA",22,6.604,70
2020-05-15,"Massachusetts","MA",25,1.085,17
2020-05-15,"Maryland","MD",24,1.78,22
2020-05-15,"Maine","ME",23,3.468,48
2020-05-15,"Michigan","MI",26,2.742,34
2020-05-15,"Minnesota","MN",27,4.293,58
2020-05-15,"Missouri","MO",29,5.431,57
2020-05-15,"Mississippi","MS",28,9.548,85
2020-05-15,"Montana","MT",30,3.545,85
2020-05-15,"North Carolina","NC",37,6.465,66
2020-05-15,"North Dakota","ND",38,4.604,107
2020-05-15,"Nebraska","NE",31,4.828,72
2020-05-15,"New Hampshire","NH",33,2.938,33
2020-05-15,"New Jersey","NJ",34,1.258,17
2020-05-15,"New Mexico","NM",35,3.241,54
2020-05-15,"Nevada","NV",32,2.524,35
2020-05-15,"New York","NY",36,0.502,9
2020-05-15,"Ohio","OH",39,4.138,52
2020-05-15,"Oklahoma","OK",40,6.265,65
2020-05-15,"Oregon","OR",41,2.723,52
2020-05-15,"Pennsylvania","PA",42,2.516,39
2020-05-15,"Rhode Island","RI",44,2.186,35
2020-05-15,"South Carolina","SC",45,7.578,79
2020-05-15,"South Dakota","SD",46,4.835,94
2020-05-15,"Tennessee","TN",47,7.908,77
2020-05-15,"Texas","TX",48,5.217,57
2020-05-15,"Utah","UT",49,4.191,59
2020-05-15,"Virginia","VA",51,3.779,47
2020-05-15,"Vermont","VT",50,1.872,31
2020-05-15,"Washington","WA",53,2.564,41
2020-05-15,"Wisconsin","WI",55,4.698,70
2020-05-15,"West Virginia","WV",54,5.23,67
2020-05-15,"Wyoming","WY",56,3.724,92
2020-05-16,"Alaska","AK",2,2.864,71
2020-05-16,"Alabama","AL",1,8.529,80
2020-05-16,"Arkansas","AR",5,5.734,60
2020-05-16,"Arizona","AZ",4,2.97,37
2020-05-16,"California","CA",6,1.53,22
2020-05-16,"Colorado","CO",8,2.872,40
2020-05-16,"Connecticut","CT",9,2.54,37
2020-05-16,"Washington, D.C.","DC",11,0.126,3
2020-05-16,"Delaware","DE",10,2.94,35
2020-05-16,"Florida","FL",12,3.813,46
2020-05-16,"Georgia","GA",13,6.461,66
2020-05-16,"Hawaii","HI",15,3.218,47
2020-05-16,"Iowa","IA",19,3.997,57
2020-05-16,"Idaho","ID",16,4.044,74
2020-05-16,"Illinois","IL",17,2.64,36
2020-05-16,"Indiana","IN",18,4.692,56
2020-05-16,"Kansas","KS",20,3.823,51
2020-05-16,"Kentucky","KY",21,4.791,55
2020-05-16,"Louisiana","LA",22,5.504,58
2020-05-16,"Massachusetts","MA",25,1.595,26
2020-05-16,"Maryland","MD",24,1.595,20
2020-05-16,"Maine","ME",23,3.899,54
2020-05-16,"Michigan","MI",26,2.981,37
2020-05-16,"Minnesota","MN",27,2.405,32
2020-05-16,"Missouri","MO",29,4.615,49
2020-05-16,"Mississippi","MS",28,8.389,74
2020-05-16,"Montana","MT",30,3.638,87
2020-05-16,"North Carolina","NC",37,5.698,58
2020-05-16,"North Dakota","ND",38,3.81,89
2020-05-16,"Nebraska","NE",31,3.339,50
2020-05-16,"New Hampshire","NH",33,3.848,43
2020-05-16,"New Jersey","NJ",34,1.397,19
2020-05-16,"New Mexico","NM",35,2.719,45
2020-05-16,"Nevada","NV",32,1.945,27
2020-05-16,"New York","NY",36,0.708,13
2020-05-16,"Ohio","OH",39,4.324,54
2020-05-16,"Oklahoma","OK",40,5.996,62
2020-05-16,"Oregon","OR",41,1.523,29
2020-05-16,"Pennsylvania","PA",42,2.586,40
2020-05-16,"Rhode Island","RI",44,2.453,40
2020-05-16,"South Carolina","SC",45,6.897,72
2020-05-16,"South Dakota","SD",46,3.162,61
2020-05-16,"Tennessee","TN",47,7.238,70
2020-05-16,"Texas","TX",48,3.527,38
2020-05-16,"Utah","UT",49,3.637,51
2020-05-16,"Virginia","VA",51,3.106,38
2020-05-16,"Vermont","VT",50,2.306,39
2020-05-16,"Washington","WA",53,1.14,18
2020-05-16,"Wisconsin","WI",55,3.67,55
2020-05-16,"West Virginia","WV",54,4.783,61
2020-05-16,"Wyoming","WY",56,3.698,91
2020-05-17,"Alaska","AK",2,1.481,36
2020-05-17,"Alabama","AL",1,5.85,55
2020-05-17,"Arkansas","AR",5,4.675,48
2020-05-17,"Arizona","AZ",4,1.533,19
2020-05-17,"California","CA",6,0.312,4
2020-05-17,"Colorado","CO",8,2.15,30
2020-05-17,"Connecticut","CT",9,1.468,21
2020-05-17,"Washington, D.C.","DC",11,0.049,1
2020-05-17,"Delaware","DE",10,1.258,15
2020-05-17,"Florida","FL",12,2.612,32
2020-05-17,"Georgia","GA",13,4.451,45
2020-05-17,"Hawaii","HI",15,1.82,26
2020-05-17,"Iowa","IA",19,2.043,29
2020-05-17,"Idaho","ID",16,2.062,37
2020-05-17,"Illinois","IL",17,0.201,2
2020-05-17,"Indiana","IN",18,2.16,25
2020-05-17,"Kansas","KS",20,3.081,41
2020-05-17,"Kentucky","KY",21,3.538,41
2020-05-17,"Louisiana","LA",22,4.029,42
2020-05-17,"Massachusetts","MA",25,0.726,11
2020-05-17,"Maryland","MD",24,0.24,3
2020-05-17,"Maine","ME",23,3.507,49
2020-05-17,"Michigan","MI",26,0.17,2
2020-05-17,"Minnesota","MN",27,0.333,4
2020-05-17,"Missouri","MO",29,3.394,36
2020-05-17,"Mississippi","MS",28,5.43,48
2020-05-17,"Montana","MT",30,2.529,60
2020-05-17,"North Carolina","NC",37,3.995,40
2020-05-17,"North Dakota","ND",38,3.258,76
2020-05-17,"Nebraska","NE",31,2.641,39
2020-05-17,"New Hampshire","NH",33,2.743,31
2020-05-17,"New Jersey","NJ",34,0.58,8
2020-05-17,"New Mexico","NM",35,1.705,28
2020-05-17,"Nevada","NV",32,0.442,6
2020-05-17,"New York","NY",36,0.167,3
2020-05-17,"Ohio","OH",39,2.718,34
2020-05-17,"Oklahoma","OK",40,5.543,57
2020-05-17,"Oregon","OR",41,0.64,12
2020-05-17,"Pennsylvania","PA",42,1.117,17
2020-05-17,"Rhode Island","RI",44,1.566,25
2020-05-17,"South Carolina","SC",45,5.361,56
2020-05-17,"South Dakota","SD",46,3.299,64
2020-05-17,"Tennessee","TN",47,5.195,50
2020-05-17,"Texas","TX",48,3.32,36
2020-05-17,"Utah","UT",49,0.987,13
2020-05-17,"Virginia","VA",51,1.725,21
2020-05-17,"Vermont","VT",50,1.946,32
2020-05-17,"Washington","WA",53,0.322,5
2020-05-17,"Wisconsin","WI",55,0.298,4
2020-05-17,"West Virginia","WV",54,3.686,47
2020-05-17,"Wyoming","WY",56,3.208,79
2020-05-18,"Alaska","AK",2,2.168,54
2020-05-18,"Alabama","AL",1,8.206,77
2020-05-18,"Arkansas","AR",5,7.494,78
2020-05-18,"Arizona","AZ",4,2.944,37
2020-05-18,"California","CA",6,0.892,13
2020-05-18,"Colorado","CO",8,3.211,45
2020-05-18,"Connecticut","CT",9,1.793,26
2020-05-18,"Washington, D.C.","DC",11,0.049,1
2020-05-18,"Delaware","DE",10,2.323,27
2020-05-18,"Florida","FL",12,3.845,47
2020-05-18,"Georgia","GA",13,5.926,60
2020-05-18,"Hawaii","HI",15,1.945,28
2020-05-18,"Iowa","IA",19,4.094,58
2020-05-18,"Idaho","ID",16,3.614,66
2020-05-18,"Illinois","IL",17,2.457,33
2020-05-18,"Indiana","IN",18,4.769,57
2020-05-18,"Kansas","KS",20,4.666,63
2020-05-18,"Kentucky","KY",21,4.777,55
2020-05-18,"Louisiana","LA",22,6.972,74
2020-05-18,"Massachusetts","MA",25,0.864,14
2020-05-18,"Maryland","MD",24,0.823,10
2020-05-18,"Maine","ME",23,4.057,56
2020-05-18,"Michigan","MI",26,1.823,22
2020-05-18,"Minnesota","MN",27,3.255,44
2020-05-18,"Missouri","MO",29,5.516,58
2020-05-18,"Mississippi","MS",28,8.897,79
2020-05-18,"Montana","MT",30,3.377,81
2020-05-18,"North Carolina","NC",37,5.315,54
2020-05-18,"North Dakota","ND",38,3.977,92
2020-05-18,"Nebraska","NE",31,4.203,62
2020-05-18,"New Hampshire","NH",33,3.348,37
2020-05-18,"New Jersey","NJ",34,0.706,9
2020-05-18,"New Mexico","NM",35,3.013,50
2020-05-18,"Nevada","NV",32,1.637,23
2020-05-18,"New York","NY",36,0.302,5
2020-05-18,"Ohio","OH",39,3.873,48
2020-05-18,"Oklahoma","OK",40,7.32,76
2020-05-18,"Oregon","OR",41,1.452,28
2020-05-18,"Pennsylvania","PA",42,2.255,35
2020-05-18,"Rhode Island","RI",44,1.734,28
2020-05-18,"South Carolina","SC",45,6.61,69
2020-05-18,"South Dakota","SD",46,4.277,83
2020-05-18,"Tennessee","TN",47,6.921,67
2020-05-18,"Texas","TX",48,5.158,56
2020-05-18,"Utah","UT",49,3.469,49
2020-05-18,"Virginia","VA",51,2.543,31
2020-05-18,"Vermont","VT",50,2.826,47
2020-05-18,"Washington","WA",53,1.366,22
2020-05-18,"Wisconsin","WI",55,3.043,45
2020-05-18,"West Virginia","WV",54,5.218,67
2020-05-18,"Wyoming","WY",56,3.695,91
2020-05-19,"Alaska","AK",2,2.53,63
2020-05-19,"Alabama","AL",1,8.324,78
2020-05-19,"Arkansas","AR",5,7.233,75
2020-05-19,"Arizona","AZ",4,2.901,37
2020-05-19,"California","CA",6,1.29,18
2020-05-19,"Colorado","CO",8,2.806,39
2020-05-19,"Connecticut","CT",9,1.602,23
2020-05-19,"Washington, D.C.","DC",11,0.052,1
2020-05-19,"Delaware","DE",10,1.894,22
2020-05-19,"Florida","FL",12,3.775,46
2020-05-19,"Georgia","GA",13,6.027,61
2020-05-19,"Hawaii","HI",15,2.606,38
2020-05-19,"Iowa","IA",19,4.093,58
2020-05-19,"Idaho","ID",16,3.731,68
2020-05-19,"Illinois","IL",17,2.09,28
2020-05-19,"Indiana","IN",18,4.255,51
2020-05-19,"Kansas","KS",20,4.553,61
2020-05-19,"Kentucky","KY",21,4.387,50
2020-05-19,"Louisiana","LA",22,6.76,71
2020-05-19,"Massachusetts","MA",25,0.669,11
2020-05-19,"Maryland","MD",24,0.594,7
2020-05-19,"Maine","ME",23,3.29,46
2020-05-19,"Michigan","MI",26,2.005,25
2020-05-19,"Minnesota","MN",27,3.13,42
2020-05-19,"Missouri","MO",29,5.342,56
2020-05-19,"Mississippi","MS",28,8.864,79
2020-05-19,"Montana","MT",30,3.261,78
2020-05-19,"North Carolina","NC",37,3.88,39
2020-05-19,"North Dakota","ND",38,3.929,91
2020-05-19,"Nebraska","NE",31,4.208,63
2020-05-19,"New Hampshire","NH",33,2.919,33
2020-05-19,"New Jersey","NJ",34,0.486,6
2020-05-19,"New Mexico","NM",35,2.558,43
2020-05-19,"Nevada","NV",32,1.922,27
2020-05-19,"New York","NY",36,0.241,4
2020-05-19,"Ohio","OH",39,3.258,41
2020-05-19,"Oklahoma","OK",40,7.175,74
2020-05-19,"Oregon","OR",41,1.952,37
2020-05-19,"Pennsylvania","PA",42,1.754,27
2020-05-19,"Rhode Island","RI",44,1.528,25
2020-05-19,"South Carolina","SC",45,5.987,62
2020-05-19,"South Dakota","SD",46,4.248,83
2020-05-19,"Tennessee","TN",47,6.546,63
2020-05-19,"Texas","TX",48,4.98,54
2020-05-19,"Utah","UT",49,3.404,48
2020-05-19,"Virginia","VA",51,1.954,24
2020-05-19,"Vermont","VT",50,2.155,36
2020-05-19,"Washington","WA",53,1.779,28
2020-05-19,"Wisconsin","WI",55,2.995,45
2020-05-19,"West Virginia","WV",54,3.906,50
2020-05-19,"Wyoming","WY",56,3.543,88
2020-05-20,"Alaska","AK",2,3.302,82
2020-05-20,"Alabama","AL",1,9.386,89
2020-05-20,"Arkansas","AR",5,8.385,87
2020-05-20,"Arizona","AZ",4,4.104,52
2020-05-20,"California","CA",6,2.327,34
2020-05-20,"Colorado","CO",8,3.841,54
2020-05-20,"Connecticut","CT",9,2.97,44
2020-05-20,"Washington, D.C.","DC",11,0.07,1
2020-05-20,"Delaware","DE",10,3.231,38
2020-05-20,"Florida","FL",12,5.069,62
2020-05-20,"Georgia","GA",13,6.733,68
2020-05-20,"Hawaii","HI",15,3.201,47
2020-05-20,"Iowa","IA",19,5.171,74
2020-05-20,"Idaho","ID",16,4.148,76
2020-05-20,"Illinois","IL",17,3.498,48
2020-05-20,"Indiana","IN",18,5.829,70
2020-05-20,"Kansas","KS",20,5.488,74
2020-05-20,"Kentucky","KY",21,6.198,71
2020-05-20,"Louisiana","LA",22,7.548,80
2020-05-20,"Massachusetts","MA",25,1.968,32
2020-05-20,"Maryland","MD",24,1.647,20
2020-05-20,"Maine","ME",23,5.135,72
2020-05-20,"Michigan","MI",26,4.235,53
2020-05-20,"Minnesota","MN",27,4.603,62
2020-05-20,"Missouri","MO",29,6.543,69
2020-05-20,"Mississippi","MS",28,9.813,87
2020-05-20,"Montana","MT",30,3.896,93
2020-05-20,"North Carolina","NC",37,5.115,52
2020-05-20,"North Dakota","ND",38,4.459,104
2020-05-20,"Nebraska","NE",31,5.072,75
2020-05-20,"New Hampshire","NH",33,4.839,54
2020-05-20,"New Jersey","NJ",34,1.314,18
2020-05-20,"New Mexico","NM",35,3.69,62
2020-05-20,"Nevada","NV",32,3.042,43
2020-05-20,"New York","NY",36,0.991,19
2020-05-20,"Ohio","OH",39,5.065,63
2020-05-20,"Oklahoma","OK",40,8.069,84
2020-05-20,"Oregon","OR",41,2.657,51
2020-05-20,"Pennsylvania","PA",42,3.085,48
2020-05-20,"Rhode Island","RI",44,3.086,50
2020-05-20,"South Carolina","SC",45,6.665,69
2020-05-20,"South Dakota","SD",46,4.787,93
2020-05-20,"Tennessee","TN",47,7.791,76
2020-05-20,"Texas","TX",48,5.949,65
2020-05-20,"Utah","UT",49,4.116,58
2020-05-20,"Virginia","VA",51,3.274,40
2020-05-20,"Vermont","VT",50,4.041,68
2020-05-20,"Washington","WA",53,2.28,37
2020-05-20,"Wisconsin","WI",55,5.011,75
2020-05-20,"West Virginia","WV",54,5.25,67
2020-05-20,"Wyoming","WY",56,4.15,103
2020-05-21,"Alaska","AK",2,3.223,80
2020-05-21,"Alabama","AL",1,10.121,96
2020-05-21,"Arkansas","AR",5,8.798,92
2020-05-21,"Arizona","AZ",4,4.453,56
2020-05-21,"California","CA",6,2.424,35
2020-05-21,"Colorado","CO",8,4.347,61
2020-05-21,"Connecticut","CT",9,3.258,48
2020-05-21,"Washington, D.C.","DC",11,0.17,4
2020-05-21,"Delaware","DE",10,3.983,47
2020-05-21,"Florida","FL",12,5.424,66
2020-05-21,"Georgia","GA",13,7.794,79
2020-05-21,"Hawaii","HI",15,2.883,42
2020-05-21,"Iowa","IA",19,5.862,84
2020-05-21,"Idaho","ID",16,4.598,84
2020-05-21,"Illinois","IL",17,4.008,55
2020-05-21,"Indiana","IN",18,6.42,77
2020-05-21,"Kansas","KS",20,5.672,77
2020-05-21,"Kentucky","KY",21,6.722,77
2020-05-21,"Louisiana","LA",22,8.268,87
2020-05-21,"Massachusetts","MA",25,2.38,39
2020-05-21,"Maryland","MD",24,2.177,27
2020-05-21,"Maine","ME",23,5.738,80
2020-05-21,"Michigan","MI",26,4.912,61
2020-05-21,"Minnesota","MN",27,5.041,68
2020-05-21,"Missouri","MO",29,7.205,76
2020-05-21,"Mississippi","MS",28,10.583,94
2020-05-21,"Montana","MT",30,4.079,98
2020-05-21,"North Carolina","NC",37,5.812,59
2020-05-21,"North Dakota","ND",38,4.872,113
2020-05-21,"Nebraska","NE",31,5.066,75
2020-05-21,"New Hampshire","NH",33,5.366,60
2020-05-21,"New Jersey","NJ",34,1.875,26
2020-05-21,"New Mexico","NM",35,3.916,65
2020-05-21,"Nevada","NV",32,3.044,43
2020-05-21,"New York","NY",36,1.351,26
2020-05-21,"Ohio","OH",39,5.627,70
2020-05-21,"Oklahoma","OK",40,8.183,85
2020-05-21,"Oregon","OR",41,2.558,49
2020-05-21,"Pennsylvania","PA",42,3.671,58
2020-05-21,"Rhode Island","RI",44,2.952,48
2020-05-21,"South Carolina","SC",45,7.866,82
2020-05-21,"South Dakota","SD",46,5.433,106
2020-05-21,"Tennessee","TN",47,8.513,83
2020-05-21,"Texas","TX",48,6.316,69
2020-05-21,"Utah","UT",49,4.993,70
2020-05-21,"Virginia","VA",51,3.772,47
2020-05-21,"Vermont","VT",50,4.396,74
2020-05-21,"Washington","WA",53,2.328,37
2020-05-21,"Wisconsin","WI",55,5.486,82
2020-05-21,"West Virginia","WV",54,5.972,77
2020-05-21,"Wyoming","WY",56,4.414,109
2020-05-22,"Alaska","AK",2,3.737,93
2020-05-22,"Alabama","AL",1,11.027,104
2020-05-22,"Arkansas","AR",5,9.345,97
2020-05-22,"Arizona","AZ",4,5.126,65
2020-05-22,"California","CA",6,3.156,46
2020-05-22,"Colorado","CO",8,5.2,73
